data_type,id,page_number,type,text_type,hierarchy_level,content,parent_id,children_ids,position_x0,position_y0,position_x1,position_y1,font_size,font_weight,alignment,language_code,language_name,language_confidence,writing_system,table_id,figure_id,footnote_ids,is_multi_column,table_row,table_column,is_header,table_rows,table_columns,chart_type,series_name,category,value,unit,char_count,word_count,sentence_count,token_count,avg_word_length,has_numbers,has_special_chars,has_capitalized_words,ends_with_punctuation,normalized_x0,normalized_y0,normalized_x1,normalized_y1,normalized_center_x,normalized_center_y,relative_to_page_center,relative_page_position,is_first_page,is_last_page,previous_block_type,previous_block_hierarchy,distance_to_previous,next_block_type,next_block_hierarchy,distance_to_next,section_block_count,section_position,font_weight_bold,alignment_left,alignment_center,alignment_right,is_title,is_heading,is_paragraph,has_table,has_figure,has_footnotes,footnote_count,writing_system_ltr,writing_system_rtl
content_block,page_0_block_11,1,text,footnote,7,Audio Interview with Kristina van Deuverden (in German) www.diw.de/mediathek,page_0_block_3,,371.73,775.4,551.11,792.18,7.5,normal,right,nl,Dutch,0.714,ltr,,,,False,,,,,,,,,,,76,9,2,9,7.555555555555555,False,True,True,False,0.61955,0.9210229204628316,0.9185166666666666,0.9409542650660896,0.7690333333333333,0.9309885927644607,0.26903333333333335,0.1,True,False,paragraph,5,13.299999999999955,author,4,-13.919999999999959,23,0.9130434782608695,0,0,0,1,0,0,0,0,0,0,0,1,0
content_block,page_0_block_16,1,text,author,4,— Kristina van Deuverden —,page_0_block_3,,42.52,778.26,149.74,790.18,9.0,normal,left,nl,Dutch,1.0,ltr,,,,False,,,,,,,,,,,26,5,0,5,4.4,False,True,True,False,0.07086666666666668,0.9244200387921115,0.2495666666666667,0.9385786578428169,0.16021666666666667,0.9314993483174643,0.3397833333333333,0.1,True,False,footnote,7,-13.919999999999959,,,,23,0.9565217391304348,0,1,0,0,0,0,0,0,0,0,0,1,0
content_block,page_1_block_1,2,text,title,1,"Fiscal Capacity of German federal states: East-West gap narrows, but rich-poor divide grows",,"page_1_block_2,page_1_block_3,page_1_block_4,page_1_block_5,page_1_block_6,page_1_block_7,page_1_block_8,page_1_block_9,page_1_block_10,page_1_block_11,page_1_block_12",42.52,132.78,525.29,233.89,28.0,bold,center,en,English,1.0,ltr,,,,False,,,,,,,,,,,91,13,0,13,6.076923076923077,False,True,True,False,0.07086666666666668,0.15771656355307556,0.8754833333333333,0.27781538672562767,0.47317499999999996,0.2177659751393516,0.026825000000000043,0.2,False,False,,,,subheading,3,15.590000000000003,0,0.0,1,0,1,0,1,0,0,0,0,0,0,1,0
content_block,page_1_block_2,2,text,subheading,3,By Kristina van Deuverden,page_1_block_1,,42.52,249.48,147.24,258.25,8.0,bold,left,nl,Dutch,1.0,ltr,,,,False,,,,,,,,,,,25,4,0,4,5.5,False,False,True,False,0.07086666666666668,0.2963332450310385,0.2454,0.3067502827050893,0.15813333333333335,0.3015417638680639,0.34186666666666665,0.2,False,False,title,1,15.590000000000003,paragraph,5,32.60000000000002,11,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0
content_block,page_1_block_6,2,text,paragraph,5,"When the newly established eastern German states joined the Federal Republic of Germany on October 3, 1990, the dif- ferences were vast. Gross domestic product (GDP) per cap- ita in the former eastern area states was barely a third of the western German level, the infrastructure was in a state of disrepair, and the capital stock severely depleted. 1 Financing needs—both private and public—were immense.",page_1_block_1,,325.98,290.85,555.08,374.48,9.2,normal,right,en,English,1.0,ltr,,,"page_1_block_11,page_1_block_12,page_1_block_0,page_1_block_10",False,,,,,,,,,,,405,65,3,65,5.246153846153846,True,True,True,True,0.5433,0.34547268044443463,0.9251333333333334,0.4448086964855832,0.7342166666666667,0.3951406884650089,0.23421666666666674,0.2,False,False,subheading,3,32.60000000000002,subheading,3,-76.06,11,0.09090909090909091,0,0,0,1,0,0,1,0,0,0,0,1,0
content_block,page_1_block_3,2,text,subheading,3,ABSTRACT,page_1_block_1,,42.52,298.42,91.21,308.29,9.0,bold,left,tl,Tagalog,1.0,ltr,,,,False,,,,,,,,,,,8,1,0,1,8.0,False,False,False,False,0.07086666666666668,0.35446435378452185,0.15201666666666666,0.36618797543137266,0.11144166666666666,0.36032616460794725,0.38855833333333334,0.2,False,False,paragraph,5,-76.06,paragraph,5,13.95999999999998,11,0.18181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0
content_block,page_1_block_4,2,text,paragraph,5,"Even now, 35 years after German unification, the economic power and fiscal capacity of the eastern German federal states remain below average. In Germany’s system of fiscal feder- alism, this leads to substantial financial transfers, a fact that repeatedly triggers political debate. Thereby, the low tax reve- nue of the economically weak states is also a consequence of the tax system—and by no means a problem that is confined to the east. While East German states have closed much of the gap with weaker western states, jointly these represent a stark contrast with the wealthiest states. If current trends continue—particularly the regionally uneven demographic developments—this division is likely to harden, meaning that compensation payments from the more affluent states",page_1_block_1,,42.52,322.25,297.91,512.51,10.0,normal,left,en,English,1.0,ltr,,,,False,,,,,,,,,,,779,119,4,119,5.554621848739496,True,True,True,False,0.07086666666666668,0.38276971384981623,0.4965166666666667,0.6087612289997496,0.2836916666666667,0.4957654714247829,0.21630833333333332,0.2,False,False,subheading,3,13.95999999999998,paragraph,5,-125.65999999999997,11,0.2727272727272727,0,1,0,0,0,0,1,0,0,0,0,1,0
content_block,page_1_block_7,2,text,paragraph,5,"There was soon a consensus that unification was a inter- generational task, justifying partial financing through new debt. It was also agreed that this was a national responsi- bility; therefore both federal and state governments would have to contribute. Exactly how this financial burden should be divided up, however, was the subject of heated debate.",page_1_block_1,,325.98,386.85,555.07,458.48,9.23,normal,right,en,English,1.0,ltr,,,,False,,,,,,,,,,,354,55,3,55,5.454545454545454,False,True,True,True,0.5433,0.45950182716152493,0.9251166666666667,0.5445841998630372,0.7342083333333334,0.5020430135122811,0.23420833333333335,0.2,False,False,paragraph,5,-125.65999999999997,paragraph,5,12.370000000000005,11,0.36363636363636365,0,0,0,1,0,0,1,0,0,0,0,1,0
content_block,page_1_block_8,2,text,paragraph,5,One of the main questions was whether the eastern German states should be integrated in the fiscal financial equaliza- tion system ( Finanzausgleich ) immediately. This is a com- plex process of distributing tax revenues among the states. Subsequently the federal government provides grants to financially weak states or those facing exceptional circum- stances. 2,page_1_block_1,,325.98,470.85,555.07,554.48,9.28,normal,right,en,English,1.0,ltr,,,"page_1_block_11,page_1_block_12,page_1_block_0",False,,,,,,,,,,,364,55,3,55,5.636363636363637,True,True,True,False,0.5433,0.559277330538979,0.9251166666666667,0.6586133465801275,0.7342083333333334,0.6089453385595532,0.23420833333333335,0.2,False,False,paragraph,5,12.370000000000005,paragraph,5,-37.23000000000002,11,0.45454545454545453,0,0,0,1,0,0,1,0,0,0,0,1,0
content_block,page_1_block_5,2,text,paragraph,5,"will keep rising. This may well prompt these states to push for another reduction in their equalization transfers, which, just as in the previous financial reform, would allow them to evade part of their responsibility. Such an outcome should be avoided, not least because it was primarily the financially strong states that benefitted from the population losses in the eastern German states after unification.",page_1_block_1,,42.52,517.25,293.91,617.51,10.0,normal,left,en,English,1.0,ltr,,,,False,,,,,,,,,,,410,64,3,64,5.421875,False,True,True,True,0.07086666666666668,0.614391418118906,0.48985000000000006,0.7334806082215671,0.2803583333333333,0.6739360131702365,0.21964166666666668,0.2,False,False,paragraph,5,-37.23000000000002,paragraph,5,-50.65999999999997,11,0.5454545454545454,0,1,0,0,0,0,1,0,0,0,0,1,0
content_block,page_1_block_9,2,text,paragraph,5,"Even before unification, large sums were redistributed between the western states and West Berlin via the fiscal equalization system. The goal of redistribution is to align the per-capita tax revenue across the states, in line with the constitutional mandate to create “equal living conditions” throughout Germany’s federal states. 3",page_1_block_1,,325.98,566.85,555.26,638.48,9.29,normal,right,en,English,1.0,ltr,,,"page_1_block_11,page_1_block_12,page_1_block_0",False,,,,,,,,,,,333,49,2,49,5.816326530612245,True,True,True,False,0.5433,0.6733064772560693,0.9254333333333333,0.7583888499575816,0.7343666666666667,0.7158476636068254,0.23436666666666672,0.2,False,False,paragraph,5,-50.65999999999997,footnote,7,24.960000000000036,11,0.6363636363636364,0,0,0,1,0,0,1,0,0,0,0,1,0
content_block,page_1_block_10,2,text,footnote,7,"1 When it comes to the German federal fiscal equalization system, the city-states of Berlin, ­Bremen, and Hamburg are treated differently. Therefore, this Weekly Report concentrates on the regular states.",page_1_block_1,,325.98,663.44,548.48,689.05,7.0,bold,right,en,English,1.0,ltr,,,,False,,,,,,,,,,,204,30,2,30,5.833333333333333,True,True,True,True,0.5433,0.7880364281040251,0.9141333333333334,0.818456078598032,0.7287166666666667,0.8032462533510286,0.22871666666666668,0.2,False,False,paragraph,5,24.960000000000036,footnote,7,5.650000000000091,11,0.7272727272727273,1,0,0,1,0,0,0,0,0,0,0,1,0
content_block,page_1_block_11,2,text,footnote,7,"2 For the development of tax revenue in the eastern German states and its distribution—both among the states and between the federal government and the states—from 1995 to 2019, see Kristina van Deuverden et al., “Zeitlicher Rahmen für die weitere Rückführung des Solidaritätszu­ schlags 1995. Forschungsprojekt im Auftrag des Bundesministeriums der Finanzen (fe3/19),” DIW Politikberatung kompakt , no. 193 (in German; available online, accessed on September 17, 2025; this applies to all other online sources in this report unless stated otherwise). The distribution of the high-revenue taxes jointly allocated to the federal and state governments was changed several times during this period. For the tax distribution rules applicable from 1995, see Federal Ministry of Finance (2024): Financial relations between the Federation and Länder (2024) (available online).",page_1_block_1,,325.98,694.7,553.93,774.31,7.0,bold,right,en,English,1.0,ltr,,,,False,,,,,,,,,,,869,126,6,126,5.904761904761905,True,True,True,True,0.5433,0.8251671690037776,0.9232166666666666,0.919728214526148,0.7332583333333333,0.8724476917649627,0.23325833333333335,0.2,False,False,footnote,7,5.650000000000091,footnote,7,5.650000000000091,11,0.8181818181818182,1,0,0,1,0,0,0,0,0,0,0,1,0
content_block,page_1_block_12,2,text,footnote,7,"3 Art. 72 of German Basic Law stipulates the establishment of equal living conditions through- out Germany. Until 1994, the federal government even held a constitutional mandate to ensure ­uniform living conditions.",page_1_block_1,,325.98,779.96,546.22,805.57,7.0,bold,right,en,English,1.0,ltr,,,,False,,,,,,,,,,,215,32,3,32,5.75,True,True,True,True,0.5433,0.9264393049318934,0.9103666666666667,0.9568589554259006,0.7268333333333333,0.9416491301788971,0.22683333333333333,0.2,False,False,footnote,7,5.650000000000091,footnote,7,16.729999999999905,11,0.9090909090909091,1,0,0,1,0,0,0,0,0,0,0,1,0
content_block,page_1_block_0,2,text,footnote,7,256 DIW Weekly Report 40/2025 DOI: https://doi.org/10.18723/diw_dwr:2025-40-1,,,42.52,822.3,473.47,829.55,7.0,normal,center,af,AF,1.0,ltr,,,,False,,,,,,,,,,,77,7,2,7,10.142857142857142,True,True,True,False,0.07086666666666668,0.9767309098485767,0.7891166666666667,0.9853424860329403,0.42999166666666666,0.9810366979407585,0.07000833333333334,0.2,False,False,footnote,7,16.729999999999905,,,,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
content_block,page_2_block_12,3,text,caption,6,Figure 1,page_2_block_1,,26.93,100.86,50.62,108.12,7.0,normal,left,de,German,1.0,ltr,page_2_table_1,,"page_2_block_20,page_2_block_16,page_2_block_19,page_2_block_15,page_2_block_22,page_2_block_10,page_2_block_5,page_2_block_11",False,,,,,,,,,,,8,2,0,2,3.5,True,False,True,False,0.04488333333333333,0.11980187226964302,0.08436666666666666,0.12842532649012298,0.064625,0.124113599379883,0.435375,0.3,False,False,title,1,39.49,paragraph,5,9.08999999999999,29,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0
content_block,page_2_block_13,3,text,paragraph,5,Economic power by federal state At current prices; as a percentage of the national average,page_2_block_1,,26.93,117.21,260.14,139.87,10.0,normal,left,en,English,1.0,ltr,,,,False,,,,,,,,,,,90,15,0,15,5.066666666666666,False,True,True,False,0.04488333333333333,0.13922246131989746,0.43356666666666666,0.16613809115957734,0.239225,0.15268027623973737,0.260775,0.3,False,False,caption,6,9.08999999999999,footnote,7,13.799999999999983,29,0.034482758620689655,0,1,0,0,0,0,1,0,0,0,0,1,0
content_block,page_2_block_17,3,text,footnote,7,Gross domestic product per capita West East City-states West East City-states,page_2_block_1,,91.98,153.67,553.75,170.11,7.0,normal,center,en,English,1.0,ltr,,,,False,,,,,,,,,,,77,11,0,11,6.090909090909091,False,True,True,False,0.15330000000000002,0.18252978100015904,0.9229166666666667,0.20205727237546078,0.5381083333333333,0.1922935266878099,0.0381083333333333,0.3,False,False,paragraph,5,13.799999999999983,footnote,7,-3.3300000000000125,29,0.06896551724137931,0,0,1,0,0,0,0,0,0,0,0,1,0
content_block,page_2_block_21,3,text,footnote,7,Gross value added per employed person,page_2_block_1,,385.19,153.67,501.22,160.85,7.0,normal,right,en,English,0.714,ltr,,,,False,,,,,,,,,,,37,6,0,6,5.333333333333333,False,False,True,False,0.6419833333333334,0.18252978100015904,0.8353666666666667,0.1910582109317081,0.7386750000000001,0.18679399596593357,0.23867500000000008,0.3,False,False,paragraph,5,13.799999999999983,footnote,7,5.930000000000007,29,0.10344827586206896,0,0,0,1,0,0,0,0,0,0,0,1,0
content_block,page_2_block_20,3,text,footnote,7,180,page_2_block_1,,303.54,166.78,314.78,173.92,7.0,normal,center,unknown,Unknown,0.0,ltr,,,,False,,,,,,,,,,,3,1,0,1,3.0,True,False,False,False,0.5059,0.1981018863487117,0.5246333333333333,0.20658280413579527,0.5152666666666667,0.2023423452422535,0.01526666666666665,0.3,False,False,footnote,7,-3.3300000000000125,footnote,7,-7.039999999999992,29,0.13793103448275862,0,0,1,0,0,0,0,0,0,0,0,1,0
